기업명,주요업무,자격요건,우대사항
에이에스이티,• 차세대 이차전지용 신규부품 연구 및 개발 업무.,"• 4년제 대학교 졸업 이상(이공계열)• 화학과, 신소재공학, 화학공학과 등 전지관련 소재 및 전지개발관련 전공.",전지개발관련 경력전지관련 석/박사 학위 보유.
에이슨,"• 웨어러블 바이오센서, 기기 하드웨어 개발• 회로 분석 및 설계, 제작, 검증• F/W, S/W와의 협업• PCB Artwork (PCB 설계 Tool: Altium)• 부품선정 및 구매.","• 학사 이상• 회로설계 분야 5년 경력 이상• 해외출장에 결격사유가 없는 자[근무조건]• 근무형태: 정규직 (수습기간 - 3 개월)• 근무일시: 주5 일 (월~금), 9:00~18:00• 근무지역: 서울 강서구 화곡로 416 (가양역 바로 앞).","• 전자공학 및 관련 전공자• 웨어러블 의료기기 하드웨어 개발 경험자• 초소형 회로 설계 전문성• 의료기기의 인허가 및 규격에 대한 이해 보유• 제품개발 ~ 양산 전 과정 경험 보유[채용 절차]• 서류 전형 -＞ 1 차 면접 -＞ 2 차 면접 (필요시) -＞ 최종 합격 (면접일정은 추후 개별 안내합니다.)• 허위사실이 발견될 경우 채용 확정 이후라도 채용이 취소될 수 있습니다.[제출 서류]• 자유 형식 이력서 (경력 상세 기술, 해당 시)."
캐리마텍,"• 3D 프린터 기구 설계 또는, 전장 설계: 기구설계(3D 모델링 및 2D 도면 제작), 전장설계(PCB 및 하네스 설계)• 기존 제품 유지 보수: 기존에 제작되어 있던 제품의 유지보수 및 개선작업• 신제품 개발: 3D 프린터, 후경화 장치, 세척기 등의 제품 개발• 기술문서 제작: HW관련 기술문서 작성 및 배포.","• 학사 이상의 관련전공• 관련 직종 5년이상의 경력• 기구설계: 3D 및 2D 설계 툴 사용 경험• 전장설계: PCB 설계 툴 및 하네스 설계 경험• 다양한 직급, 부서의 사람들과 커뮤니케이션 능력• 업무관리를 위한 문서작성, PPT작성 능력• 영문 검색 및 메일 작성 능력전형절차 • 서류전형 ＞ 1차면접 ＞ 2차면접 ＞ 최종합격 • 면접일정은 추후 통보됩니다.","• 의료기기, 로봇 등 HW 설계 프로젝트 개발 경험• 기구 설계 프로그램: 인벤터, AUTO CAD• 전장 설계 프로그램: 알티움, PADS• 마이컴, 펌웨어 등에 대한 지식 및 경험."
제로원에이아이,"• 의료 / 금융 데이터 분산처리, 실시간 데이터처리 파이프라인 개발 운영• 하이브리드 클라우드 백엔드 시스템 개발 운영• AI 분석환경/학습/추론백엔드, 빅데이터 백엔드, LLM 백엔드 시스템 개발 운영• 3가지 기술방향에 공감 하고, 기술 면접 때 설명할 수 있어야 함. Cloud Native : https://github.com/cncf/toc/blob/main/DEFINITION.mdSoftware2.0 : https://karpathy.medium.com/software-2-0-a64152b37c35Shcillace Laws of Semantic AI : https://learn.microsoft.com/en-us/semantic-kernel/howto/schillacelaws[채용절차]1차 서류전형 ＞ 2차 코딩 테스트 ＞ 3차 기술 QA ＞ 레퍼런스체크 ＞ 4차 최종면접 ＞ 최종합격[지원 시 주의사항]• 6개월의 수습 기간이 있습니다.(수습 기간 동일 급여와 복리후생 보장)• CV 공통 필수 기재사항 : 전화번호, 이메일주소, 깃랩주소, 입사가능날짜• CV 경력직 필수 기재사항 : 희망연봉[참고사항]• 서류 합격자에 한해 연락드립니다.• 본 채용은 수시 진행으로 우수 인재 채용 시 마감될 수 있습니다.","[필수]언어 : 하나의 언어에 대한 강한 자신감이 있는 개발자 : Go 또는 Rust 또는 C++ [필수]기슬스택 : K8S, CNCF, Bigdata, 클라우드 네이티브[필수]경험 : 빅데이터분산처리, 고가용성, CNCF 생태계, 온프라미스/하이브리드 클라우드, CI/CD • 3가지 기술방향에 공감 하고, 기술 면접 때 설명할 수 있어야 함. Cloud Native : https://github.com/cncf/toc/blob/main/DEFINITION.mdSoftware2.0 : https://karpathy.medium.com/software-2-0-a64152b37c35Schillace Laws of Semantic AI : https://learn.microsoft.com/en-us/semantic-kernel/howto/schillacelaws.","• 우대사항 : 아래 사항 중 해본 적이 있거나, 기술 방향을 아래 키워드로 바꾸려는 경력 개발자: RAG, LangChain, LlamaIndex, LLM, SLM, GenAI, ComfyUI: Cloud Native, LLMOps, AIOps, MLOps, autoML, CNCF, K8S, Bigdata(spark, hadoop, kafka), Hybrid Cloud, Kaggle : AWS Bedrock, AWS Sagemaker, GCP Vertex AI, Azure ML Studio, OpenAI • 우대경험 Prompt Engineering 경험, SLM 학습경험, LLM fine-tuning경험, LLMOps 구축 운영경험, LangChain/Llamaindex개발경험, RAG 시스템 설계 개발 경험, StableDiffusion 경험, CompyUI경험, CKA, CKAD, CKS, KCNA, Golang서버개발경험, 빅데이터(Big Data) 시스템 개발경험, AI 파이프라인경험(MLOps, AIOps, CI/CD), AWS 등 클라우드 서비스경험, Database/API 개발경험, 데이터센터인프라개발경험, 블록체인 프로젝트 개발경험, AI모델개발 경험(캐글 및 주요대회 상위입상), AI 모델서빙 및 운용경험, 탑티어 컨퍼러스 및 저널 출판 경험, 보안AI(secure AI, federated learning)개발경험, Regreesion/Classification/ObjectDetecton/TimeSeries AI 개발경험, 인과추론 AI 개발경험, 글로벌AI과정이수경험 (cs329s, cs231n, cs224n, Deeplearning.ai)."
엔트,"• 냉동사이클 설계, 최적화• 제품 성능 검증• 양산화 지원.",• 관련 경력 5년이상.,"• 관련 자격증• 3D 설계 툴, 해석 툴 등 사용가능."
에이슨,• ARM core 기반 펌웨어 개발• Analog front-end 기반 펌웨어 개발• BLE wireless network 펌웨어 개발.,"• 해당 분야 3 년 이상 경력 보유자• 해외 출장에 결격사유 없는 자[근무조건]• 근무형태: 정규직 (수습기간 - 3 개월)• 근무일시: 주5 일 (월~금), 9:00~18:00• 근무지역: 서울 강서구 화곡로 416 (가양역 바로 앞).",• IoT security 인증 경험자 우대• 해당 업무 기반 펌웨어 개발 경력 보유자• Nordic nRF52840 및 BLE 개발 경험자 우대[채용 절차]• 서류 전형 -＞ 1 차 면접 -＞ 2 차 면접 (필요시) -＞ 최종 합격 (면접일정은 추후 개별 안내합니다.)• 허위사실이 발견될 경우 채용 확정 이후라도 채용이 취소될 수 있습니다.[제출 서류]• 자유 형식 이력서 (경력 상세 기술).
이온어스,"• 전력변환장치 개발(DSP F/W, H/W 설계, 시험, 검증)• 이동형에너지저장장치 System 통합(전장,배터리팩,EVSE)• 시스템 전장 개발• HMI, 임베디드• 개발업무지원• PM업무.",• 해당 직종 유경험자 • 직급 : 수석연구원/팀장급 (면접 후 결정).,"• PM 경력자• 자동차 전장 부품류 설계/개발 근무 경험• 문서작성 우수자• 전기/전자공학, 반도체공학, 기계공학과, 메카트로닉스공학 전공자 우대• UL/IEC 인증업무 진행 유경험자."
엔트,"• 전자제품, 공조기 PCB 개발 및 외주업체 관리• 전자제품, 공조기 펌웨어 개발 및 외주업체 관리.","• 관련경험 5년 이상• 해외여행에 결격사유가 없는 분• 전기, 자동제어 개발업무 경험이 있으신 분.",• 인버터 압축기 경험• 에어컨 개발 경험.
이투비비,"ㆍ안티드론 무력화 방어시스템 개발ㆍ산업용 PC제작ㆍ필드시험지원(FAE)ㆍ하드웨어 회로설계ㆍRF 신호 튜닝, GNSS 신호 튜닝ㆍHigh power Amp.",ㆍ학력 : 대졸이상ㆍ경력 : 5년 이상.,"ㆍ정보통신, 정보처리기사 자격증 소지자 우대ㆍ관련학과 우대."
코아시아씨엠코리아,"스마트폰 카메라 모듈 개발 업무(HW) • HW (0명)1. 원자재 설계 및 검토 : FPCB 회로 설계 및 검토, Array 도면 작도, Die Attach 및 Wire Bonding Guide 도면 작도 등 2. 원자재 실물 검토 : FPCB 외관, 평탄도, 치수 검토 SMT SUS 평탄도 및 Void 검토 등 3. 원자재 이원화 : FPCB 업체별 DFM 자료 검토 및 사양 협의, FPCB 제작 후 선도, 이원화 실물 검토 등4. 선행 기술 개발 : 미세회로 패턴 설계 및 구현, OIS 카메라 모듈등 개발 업무 진행.","경력 0년 이상 ~ 15년 이하대학졸업(2,3년) 이상.",해당 직무 경험.
코아시아씨엠코리아,"스마트폰 카메라 모듈 개발 업무(PL) • PL (0명) 1. 개발업무 : 개발 일정 관리,승인 샘플 제작 , 승인 자료 검토, 승인원, 고화소 및 OIS 카메라 개발등 2. 고객대응 : 고객 사양 검토 및 자료 작성, 제품 불량 분석 및 보고서 작성, 제품 개발에 필요한 전체 업무 관리(원자재 일정, 공정 프로세스 수립, 수율 개선, 업무 조율등)3. 선행개발 : 모바일 카메라 관련 선행기술 검토, Working Sample 제작 및 검토 등 3. 선행개발 : 업체 동향 조사, Working Sample 제작 및 검토 등.","경력 0년 이상 ~ 15년 이하대학졸업(2,3년) 이상.",해당 직무 경험.
오비이랩(Obelab),"• 의료·측정기기용 혼합 신호(Mixed-signal) 회로 설계 및 검증• 시스템 요구사항 정의, 전원/통신/센서 인터페이스 설계, 회로도 및 PCB Layout 검토• 펌웨어(FW) 개발 및 하드웨어 검증 자동화 시스템 구축 (테스트 장비, 교정기, 생산용 Jig, 기능검증 툴 등 개발 포함)• EMC/ESD 등 규제 요구사항 대응 및 제품 안정성 검증• 생산단계 장비 셋업, 공정 최적화, 품질 개선 지원• 기술 리스크 분석, 설계 표준화, 기술문서 작성 및 변경관리• HW/FW 통합 테스트 및 시스템 디버깅 수행• 신기술 검토 및 차세대 플랫폼 아키텍처 제안.","• 전자, 제어, 컴퓨터, 통신 관련 전공 학사 이상• 하드웨어 개발 경력 5년 이상 • 아날로그·디지털 회로 설계 및 PCB 개발 경험 (Altium, PADS, OrCAD 등)• MCU 펌웨어(C/C++) 개발 및 디버깅 경험 (STM32F4 시리즈)• 오실로스코프, 로직 분석기 등 계측장비 활용 능력• 제품 개발부터 양산까지의 전체 프로세스 경험• 협업 중심의 커뮤니케이션 역량 및 기술적 리더십.","• 석사 또는 박사 학위 소지자 • 의료기기, 생체신호 측정기기 등 규제산업(ISO 13485, IEC 60601 등) 경험자• Mixed-signal 회로, 고전압/고정밀 측정회로 설계 경험• 테스트 자동화(FW + 장비 제어) 경험• 생산공정 개선 및 공정기술(Production Engineering) 경험• Minitab, Python, LabVIEW 등 통계·테스트 분석 툴 사용 능력• 기술 표준화 및 설계검증(DV, DVT) 프로세스 구축 경험."
엠트리센,＜사용기술＞ᆞMCUᆞHWᆞPadsᆞOrcadᆞpcb＜담당업무＞ᆞ전기전자회로 설계/개발ᆞPCB 설계(Artwork)ᆞICT 융복합 제품 선행개발ᆞ기능 검증 및 디버깅ᆞ신뢰성 시험ᆞ생산 자료 관리 / 승인원 관리.,ᆞ관련분야 경력 3년 이상ᆞPADS 또는 Or-CAD Tool 사용 가능자ᆞ전기/전자/제어계측/컴퓨터 관련 전공자.,ᆞMCU 기반 전자회로 설계 경험자ᆞ멀티미디어 제품군 HW 설계 경험자ᆞ소형가전(전자) 제품군 HW 설계 경험자ᆞ관련 분야 석박사학위 소지자ᆞEMI/EMC 디버깅 가능 개발자ᆞ시뮬레이션 기반 회로설계 경험자ᆞEmbedded/MCU 펌웨어 가능자(C언어).
아이씨티케이,• 보안 인증 요구사항 파악• 인증 요구 사항에 따른 하드웨어 설계/검증.,"• 디지털 회로 설계 : Verilog 또는 SystemVerilog를 이용한 RTL 설계 능력 보유. 디지털 로직 설계 및 시뮬레이션/디버깅 경험• 암호 기술 이해 : 대칭키, 공개키, 해시 등 주요 암호 알고리즘에 대한 기본 지식 보유, 암호 하드웨어 구현에 대한 관심과 이해• Bus 인터페이스: AMBA Bus (AXI, AHB, APB 등) 프로토콜 이해 및 연동 설계 경험.","• SoC 아키텍처 : RISC-V 또는 ARM Core 기반 SoC 설계/통합 프로젝트 경험, CPU/메모리/주변장치 연동 경험• 보안 인증 : CC, KCMVP, FIPS 140 등 보안 인증 획득 과정 참여 또는 관련 지식 보유• 기타 역량 : FPGA 기반 프로토타이핑 및 보드 레벨 디버깅 경험."
모빌리티랩,군집 무인 방제사농업용 드론을 활용한 방제 작업 수행(내년 시즌 현장 투입) QGC 기반 당사 방제 제어 소프트웨어 현장 적용 및 최적화 피드백군집 비행/다중 기체 운영 프로세스 실증 및 개선.,학력: 학력무관경력 요구: 방제 경력 3~5년.,자격: 초경량비행장치 1종 이상픽스호크 관련 경험.
코아시아씨엠코리아,"스마트폰 카메라 모듈 개발 업무(화질) • 화질 (0명) 1. 승인 평가 : 광원 체크 및 폰 바이너리 확인 등 2. 한도 평가 : Master CAL 및 각 군별, Color CAL 진행 등 3. 화질 평가 : 암실 정량 및 실외,실내 정성 촬영 4. 테스트 : 낙하 테스트 이후 해상력 비교 검토 등.","경력 0년 이상 ~ 15년 이하대학졸업(2,3년) 이상.",해당 직무 경험.
에스디티,• 하드웨어 회로 설계 및 개발 - RF회로의 설계 및 검증 - FPGA보드 및 임베디드 보드의 설계 및 검증• 개발 제품 성능 시험 검증/분석/디버깅/신뢰성 검증 및 확보• 제품 인증/양산화/기술문서 작성.,• 초대졸 이상• OrCad/PADS를 능숙하게 다루는 자• 다층 RF회로 설계 경험자.,"• 관련 전공 석/박사 학위자의 경우 신입 지원 가능• H/W 제품 양산 경험자• AMD, FPGA 시스템 개발 경험자."
태경엠텍,• IoT 단말 설계 및 개발2. 디지털 계량기 설계 및 개발3. 디지털/아날로그 회로 설계 및 검증4. 통신사업자 및 KC(방송통신)인증.,"스킬 : OrCAD, Cadence, 임베디드 하드웨어, RF학력 : 대졸이상 (졸업예정자 가능)경력 : 무관.","해외근무 가능자유관업무 경력자 우대 (3년 이상)전공 : 전기, 전자공학, 정보통신공학."
에타일렉트로닉스,"• 무선전력전송 코일/안테나 연구/설계/개발• FOD(Foreign Object ​Detection), ​PD(Position Detection) ​연구/설계/개발.",• 학력 : 석사 이상• 경력 : 무관• 전기전자공학 유관분야 전공.,"• 박사 학위 보유• 무선전력전송 ​분야 지식 ​보유• 무선전력전송 ​코일/안테나 연구/설계/개발 ​경험 ​보유• FOD, ​PD 연구/설계/개발 경험 ​보유• OrCAD, ​CST 툴 경험 ​보유."
토르드라이브,"ㆍ자율주행 차량 및 로봇 전장 시스템 설계 및 배선 아키텍처 구성ㆍECU, 전원 분배 장치(PDU), 리레이/퓨즈 박스, 커넥터 등의 선정 및 배선도 작성ㆍ전장 부품 신뢰성/EMC 설계 검토 및 규격 대응ㆍ전장 부품 생산 사양서 및 도면 작성ㆍ차량 내 센서/컴퓨팅/액추에이터 시스템과의 전기적 연동 테스트ㆍ협력업체 대응 업무.","ㆍ전기전자공학, 자동차공학, 메카트로닉스 등 관련 전공 학사 이상ㆍ전장 설계 및 회로 구성 유경험자 (2년 이상)ㆍ차량용 전기시스템 (12V/24V), CAN/LIN 통신 기반 시스템 이해ㆍ전장 부품 도면 및 Harness Drawing 작성 가능 (CAD 또는 E-CAD 사용).","ㆍ자율주행/ADAS 시스템 이해 또는 프로젝트 참여 경험ㆍISO 26262, ASPICE, 자동차 기능 안전 규격 대응 경험ㆍ양산용 전장부품 사양 관리 및 벤더 커뮤니케이션 경험."
토르드라이브,"ㆍ자율주행 센서 및 제어장치(ECU 등)의 기구 설계 및 제품화ㆍ3D 모델링 및 2D 도면 작성 (CATIA, NX, SolidWorks 등 활용)ㆍ방열, 방수(IP등급), 방진 등 환경 대응 설계ㆍEMC 대응을 위한 메탈/하이브리드 하우징 설계ㆍ방진, 방열 및 구조 안정성 검토ㆍ시제품 제작, 평가 및 대응 (금형/사출/가공 등 제조공정 협의)ㆍ협력업체 대응 업무.","ㆍ기계공학, 메카트로닉스, 제품디자인 등 관련 전공 학사 이상ㆍ기계/기구 설계 경력 2년 이상ㆍ3D CAD 툴 활용 숙련자 (CATIA, NX, SolidWorks 등)ㆍ열/진동/강도 설계에 대한 기본 지식.",ㆍ양산용 자동차 부품 설계 경험ㆍ기술 문서 작성 능력.
아폴론,"• Raman spectroscopy 기반 광학 실험 설계 및 수행• 광학 측정 장비 세팅 및 시편 테스트• 측정 데이터 정리, 통계 분석 및 시각화.","• 광학, 물리학, 바이오포토닉스, 전기전자, 의료공학 등 관련 전공 석사 이상• Raman spectroscopy 또는 광학 센서 관련 실험 경험• 기초적인 데이터 분석 역량 (Python/pandas 등)• 실험 결과를 문서화하고 발표할 수 있는 능력• 팀원들과 원활하게 소통하며 협업할 수 있는 분.","• 관련 논문 게재 혹은 특허 출원 경험자• 광학 설계 프로그램 (Zemax 등), 3D 설계툴(Solidworks 등) 경험자• 의료용 광학 센서 또는 생체신호 측정 관련 연구 경험• 시료 제작 또는 팬텀 실험 경험• Python, MATLAB 등 분석툴 활용 능력• 영어 논문 이해 및 기술자료 작성 경험• 국책과제 수행 경험자."
오픈엣지테크놀로지,"• Analog PHY 설계: Memory (LPDDR4/5, GDDR6/7, NAND) PHY IP 설계 - 고속 Transceiver, Equalizer (CTLE, DFE) 설계 - PLL/DLL 설계.","[필요 스킬]• High-speed Transceiver (RX, TX)• DRAM I/O Interface• 고속 아날로그 설계 기술 (PLL, DLL)[자격 요건]• 경력: 2년 이상 해당 전문 분야 종사• 반도체 및 컴퓨터, 전기/전자학과 졸업자• 해외 여행에 결격 사유가 없으신 분.","• High-speed Transceiver 양산 및 테스트 경험 (유선, 무선)• Mixed Mode Simulation 개발 경험• 직무 관련 양산 프로젝트 경험 우대• 취업 보호 대상자 (보훈, 장애 등)는 관련 법령에 의거하여 우대."
리브스메드,• FPGA RTL 설계• 영상 솔루션 개발: 디지털 로직 설계• 이미지 센서 제어 및 영상 입출력 제어.,"• FPGA 개발 경력 5년 이상 보유자 (대리~과장급)• Xilinx/Altera FPGA 사용 경험자 • Xilinx Zynq, Intel NIOS 등 유사 MCU 사용 경험자 • AMBA Bus 기반 로직 개발 경험자 • FPGA Prototyping 경험자• 영상처리 지식 및 이해도가 높은 자.",• 이미지 프로세싱 알고리즘 개발 경력자• HLS 설계 경험자• VHDL 또는 Verilong 설계 경험자• RTL 합성 및 Timing 분석 능력 보유자.
이씨에스텔레콤,"• 시스코 IPT & 화상회의 엔지니어 업무• PoC, 구축, 제안서 작성 등.",[필수사항]• 시스코 IPT 3년 이상 경력자• 직급 : 대리~차장.,"• 화상회의(Video) 경험자• 네트워크 경험자(라우터, 스위치, 무선랜, 방화벽 등)• 제안서 작성 및 제안 PT 유경험자• 제안 컨설팅 경험자• 솔루션 구축 / PM 직무 경험자."
텔레픽스,• 디지털 회로 설계• 이미지센서 주변회로 설계• FPGA기반 디지털 HW 장비 개발.,​• 회로 설계 툴 사용 가능자(Orcad)• 아트웍 설계 검토 가능자• 유관경력 2년 이상 혹은 그에 준하는 경력과 역량을 보유하신 분.,• ​통신 관련 설계 유경험자(transceiver 사용)• 고속 신호 혹은 메모리 설계 유경험자• 유관산업 근무 경험• 전자공학 전공자.
한솔테크닉스,"• TV 구동 전원공급장치(SMPS) 회로 개발• 전자제품 구동 전원공급장치(SMPS) 고출력, 고밀도 선행 회로 개발.","• 경력 : 유관 경력 5년 이상• 학력 : 학사 이상• 전공 : 전기전자, 전력전자 관련 전공자.","• TV용 전원회로 개발 경력자 우대• PCB Artwork (PADS Tool 외) 가능자• 전기/전자 관련 자격증 보유자• 어학(영어) 우수자[채용절차]• 서류전형 ＞ AI역량검사 ＞ 실무/임원면접 ＞ 채용검진 ＞ 평판조회 ＞ 최종합격※ 서류전형 시 경력기술서를 별도 요청드릴 수 있습니다.[근무조건]• 근무형태 : 정규직• 근무일시 : 주 5일(월-금) 일 8시간 근무• 근무지 : 경기도 수원[기타안내]• 입사지원서 및 제출서류에 허위 사실이 있을 경우, 합격 및 입사가 취소될 수 있습니다.• 국가보훈 취업지원 대상자 및 장애인은 관련 법령에 의거하여 우대합니다.• 일체의 채용서류는 [개인정보보호법] 및 [채용절차 공정화에 관한 법률]에 의거하여 반환 및 파기할 예정입니다.• 상세 일정은 각 전형절차 단계별 합격자에 한하여 개별 안내드릴 예정입니다."
엑소시스템즈,- 디지털 헬스케어 기기의 회로 설계 및 펌웨어 개발- 생체신호 취득 및 사용자 App SW와 데이터 통신 개발- ARM Core F/W : Cortex-M Series- Analog 설계 : Active Filter.,- Arm 펌웨어 개발 역량- Analog 회로 설계 역량 (디버깅 포함)- 관련 경력 3년 이상 (개발 포트폴리오 제출)- PCB Artwork 숙련자- RTOS 포팅 및 개발 역량- 업무에 대한 프로의식 및 책임감.,• 생성형 AI 등 생산성 향상 툴 활용이 가능하신 분- 실제 상용 제품 개발 참여 경험자- 스타트업 창업 및 합류 경험자- 유사 분야 업무 경험자 혹은 현업자.
에바(Evar),"＜전기차 급속충전기 및 이동형 충전기 전기 설계＞• 충전 시스템의 전력 구조 및 배전 설계• 전기 배전 회로 설계 및 전장 부품 개발• 충전기 안전 표준(IEC, UL, CE 등)에 맞는 설계 및 테스트 수행＜협력 및 커뮤니케이션＞• 하드웨어팀, 기구팀, FW팀 등 관련 부서와의 긴밀한 협업• 협력 업체 및 외부 인증 기관과의 협력 및 기술 조정• 전기차 충전기 관련 국제 표준 및 규제 요구 사항 파악 및 반영.","• 전기/전자공학, 전력전자, 또는 관련 분야 학사 학위 이상• 전력전자 및 전장 시스템 설계 경험 (5년 이상)• EV 충전기, 배전 시스템, 또는 배터리 관련 설계 경험자 우대• 전기차 충전 시스템 관련 국제 표준 및 규제에 대한 이해• 고전압(DC 1500V 이상) 설계 경험 우대• 전기 배선도 및 PCB 설계 관련 툴(Altium, OrCAD 등) 사용 능력• EMC/EMI 설계 및 테스트 경험 우대• 문제 해결 능력 및 협업 능력.","• EV 충전기 또는 에너지 저장 시스템(ESS) 관련 경험• 전기차 관련 업계에서의 경험• 국제 표준(IEC 61851, UL 2202 등) 준수 설계 경험• 전력전자 및 충전 인프라 관련 기술 개발 경험• 고전압 및 고전력 전력전자 기술 개발 및 최적화• 충전기 전장 설비와 관련된 인터페이스 설계 및 개발• 전장 관련 EMC/EMI 대응 및 문제 해결."
볼시스,• 하드웨어 회로 설계/ 제작/ 테스트• 무선통신 신호처리 및 증폭회로 설계• 해양로봇 전장 설계 및 디버깅• 기술문서 작성 및 관리.,"• 학력 : 대졸 이상 (4년)• 경력 : 3년 이상(석사 학위 인정)• 해양로봇 및 무선광통신 분야 블루오션 개척에 관심이 많은 분• 긍정적인 사고로 업무에 임하며, 동료와의 관계를 잘 이끌어 가실 분.","• 하드웨어 회로설계(Altium, Circuit Studio, OrCAD 등) 경험자• 무선통신(RF, 음파, 광) 아날로그 및 디지털 회로 개발• 이더넷 관련 하드웨어(Media Converter, Switch, Gateway 등)회로 개발• FPGA를 활용한 고속통신 회로 개발."
퓨처키친,• 로봇 기구 장치 설계 도면 조립 전장 배선• 서보 시스템 기반 자동화 로봇 개발• BLDC/DC모터 기반 자동화 로봇 개발• 자동화 로봇 레이아웃 설계 및 테스트.,"• 학력사항 : 기계공학, 기계설계, 자동화분야 등 공학계열 관련학과 졸업자 • 직무기술 : 기구설계, 메카트로닉스, 3D CAD 활용능력.","• 석사 이상 우대• 로봇/모터 제어 회로 설계 경험 및 센서류 관련 경험• 로봇 제어 작업 시퀀스 프로그래밍• 제어 통신 관련 지식 및 오픈소스 활용 경험 (RS232/485, EtherCAT, Socket, CAN)• 원가 개선 설계 경험• 시스템 레이이웃 설계, 도면, 발주, 조립, 배선 등 시스템 전체 설계 과정에 대한 경험."
씨너렉스,"• GNSS(GPS), LTE모듈 제품 개발에서 회로를 설계하고 양산을 지원합니다.•",• 회로 설계 전공자(신입가능) 및 관련 경력 10년 미만이신 분• 설계 Tool을 활용한 SoC 회로 설계에 경험을 갖춘 분• 전자기기 분야의 다양하고 회로 설계에 관심이 있으신 분.,"• GNSS수신기, LTE라우터등 개발 경험이 있으신 분• 전자파 인증 및 무선 인증 경험이 있으신 분• 기구 공정과 양산 생산라인에 대한 이해가 있으신 분."
